SP Number,ImageUrl,Name,Background,Skull,Eyes,Clothes,Headwear,Accessory,Background,Skull,Eyes,Clothes,Headwear,Accessory,Price,Price USD,Score,Top,Rank
1442,https://d1mx8bduarpf8s.cloudfront.net/QmRke8KMKDkXbMDs2We6YJoKa4qCkaVxF29iN72Nsyr6xp,Skeleton Punk #1442,Purple Graveyard,Lavender,Light Blue Glasses,Prisoner Shirt,Golden Leaf Wreath,None,4.98,7.50,4.19,3.77,1.40,34.52,  ,0,158.04240417637408,33.27%,1685
1096,https://d1mx8bduarpf8s.cloudfront.net/QmTLPSfHgqnGtb1FM9ru1daTHVjtkMJ5j5iAUQjTbTmqdX,Skeleton Punk #1096,Purple Retro.jpg,Grey,Frosty,Black Suit,Purple Halo,None,3.67,17.75,1.97,3.36,2.39,34.52,12  LUNA,1241,158.03523205952425,33.29%,1686
2731,https://d1mx8bduarpf8s.cloudfront.net/QmXMJ6E5WTuMQjtJph6Af61tDxgbnmne2ghr5PyQLnBnbs,Skeleton Punk #2731,Barren Night,Cold,Gray VR,Skelly Tee,Open Skull,Rose,3.36,5.00,5.53,7.78,1.92,3.99,  ,0,158.01804423238775,33.31%,1687
2574,https://d1mx8bduarpf8s.cloudfront.net/QmcvhdEAb9nStz25TE7HvZ984zbf5XZSt9tJiCGwgYXTWp,Skeleton Punk #2574,Retro Lightning,Beige,Blue,Yellow Tracksuit,Headband,Golden Jaw,1.99,16.63,7.94,4.29,4.29,2.35,  ,0,157.97731347687932,33.33%,1688
4988,https://d1mx8bduarpf8s.cloudfront.net/QmWeJDrQ9YzLMgTBc5E4WjGX7cguRvLk61jXNke25n44iR,Skeleton Punk #4988,Night,Beige,Eyepatch,Iced Out Platinum Chain,Gray Hat,None,6.85,16.63,5.19,1.13,3.79,34.52,  ,0,157.97679501032943,33.35%,1689
3530,https://d1mx8bduarpf8s.cloudfront.net/QmdzxqHRnDEfZdNbdEv8ytEr21XGnPBKmcsFHf9tbBkyac,Skeleton Punk #3530,Night,Demon,Pyrex Vision,Yellow Tracksuit,Green Headphones,Silver Earring,6.85,8.27,1.42,4.29,3.30,13.72,  ,0,157.95900188873063,33.37%,1690
239,https://d1mx8bduarpf8s.cloudfront.net/QmTtDgtuURk9eQNtn2Z6kjNwkJJ5pgpiXWMa86vtdQWT57,Skeleton Punk #239,Pyramid,Beige,Green Glasses,Black Suit,Red Bandana,Silver Cross,2.73,16.63,3.85,3.36,2.03,9.74,  ,0,157.90422383625713,33.39%,1691
3104,https://d1mx8bduarpf8s.cloudfront.net/QmXX5qMMvkGLYoB2EHaptrNHoPEKzGmNrGTJp32aa58ddb,Skeleton Punk #3104,Pink Sky,Beige,Cool Glasses,Jetpack Suit,Blue Bandana,None,6.58,16.63,2.23,1.80,3.00,34.52,  ,0,157.89678457437586,33.41%,1692
1108,https://d1mx8bduarpf8s.cloudfront.net/QmUky7FAkq2DE7iJJioCD3mbBhqGcCmAdThqHZf3MhA2Sd,Skeleton Punk #1108,Luart,Zombie,Blue,Solar Powered,Blue Bandana,Golden Cross,3.28,5.61,7.94,2.01,3.00,7.17,7.49  LUNA,774,157.84728645760575,33.43%,1693
563,https://d1mx8bduarpf8s.cloudfront.net/QmbnM42cHUu4McAWXhfygtEfCH56LnEtjADzTUTG4jxwfg,Skeleton Punk #563,Mystical Desert,Zombie,Blue Glasses,Runic Robe,Viking Helmet,Big Silver Earring,4.17,5.61,3.81,3.12,2.43,6.04,  ,0,157.8397121109575,33.45%,1694
2537,https://d1mx8bduarpf8s.cloudfront.net/Qmdm67fqyFw5o9ML6Dr5MA5rMrw6coVNE3S3TEr5VtVxej,Skeleton Punk #2537,Terra Planet,Beige,3D Glasses,Solar Powered,MrFrog,Cigar,5.77,16.63,4.60,2.01,1.88,10.21,  ,0,157.83791608218098,33.47%,1695
2725,https://d1mx8bduarpf8s.cloudfront.net/QmYy5mArU1wGe91GP9ZhFFtUyqq9bP3Dob7H6CvExRiGaF,Skeleton Punk #2725,Gray Graveyard,Afflicted,Black,Outlaw,Viking Helmet,None,7.25,7.90,9.46,1.30,2.43,34.52,  ,0,157.82541978102236,33.49%,1696
3527,https://d1mx8bduarpf8s.cloudfront.net/QmYXtBckQsZSj1GyKYiQB9q6wBH3A8zB4PgegTYvXJSGNE,Skeleton Punk #3527,Sunrise,Grey,Blue Glasses,Golden Pads,None,Golden Cross,3.65,17.75,3.81,1.28,14.91,7.17,7  LUNA,724,157.80963071367708,33.51%,1697
5024,https://d1mx8bduarpf8s.cloudfront.net/QmRkzkkuse4do7SFHkmqaCVZBxsoQAdkXTtp7orJtVmsA8,Skeleton Punk #5024,Purple Retro.jpg,Icy,3D Glasses,Witch Pads,Red Pompadour,Silver Cross,3.67,14.08,4.60,1.82,2.74,9.74,  ,0,157.8090345336994,33.53%,1698
3157,https://d1mx8bduarpf8s.cloudfront.net/QmSodANXX6oYeESDQoNsUVN8d7UKM6oZyigXraEwYJwfgE,Skeleton Punk #3157,Purple Graveyard,Afflicted,Light Blue Glasses,Golden Pads,None,Big Silver Earring,4.98,7.90,4.19,1.28,14.91,6.04,  ,0,157.80602723181568,33.55%,1699
541,https://d1mx8bduarpf8s.cloudfront.net/QmaykUvPPXEoMe5Svce6vSkMdzooCcMhDCHexFhfuqEYvJ,Skeleton Punk #541,Erie,Grey,Black,AI,Military Cap,Golden Cigar,5.04,17.75,9.46,2.33,3.61,1.95,  ,0,157.80267459069557,33.57%,1700
3586,https://d1mx8bduarpf8s.cloudfront.net/QmWCEnFkLRPGiEk15WG8eoeWFUMLHgFbC2qn3vrKGZqoxu,Skeleton Punk #3586,Retro Lightning,Grey,Blue,Prophet's Robe,Arrow,None,1.99,17.75,7.94,2.09,2.59,34.52,  ,0,157.6956528864102,33.59%,1701
2299,https://d1mx8bduarpf8s.cloudfront.net/QmdC8vgjL86V92ukHSoaJdnQz45bidcPgtUPYdDYof78AR,Skeleton Punk #2299,Red Retro.jpg,Icy,Hypnotising,Prisoner Shirt,Cap,None,2.88,14.08,2.09,3.77,2.59,34.52,  ,0,157.62750343071343,33.61%,1702
577,https://d1mx8bduarpf8s.cloudfront.net/QmQCy5Rkfc1PWeKHYGspEFmcfg9s8QHzXxSHSXhEgf5RGA,Skeleton Punk #577,Barren Night,Afflicted,Gray VR,Atlo Streetwear,Purple Mohawk,Cigar,3.36,7.90,5.53,1.82,3.10,10.21,  ,0,157.62717589722556,33.63%,1703
4340,https://d1mx8bduarpf8s.cloudfront.net/QmXvQoZ6WwDo4s8b6AsnfzrbvvEeccMzemzVCePR17J8vB,Skeleton Punk #4340,Ozone,Void,Holy,AI,Green Headphones,Cigar,3.44,15.38,2.57,2.33,3.30,10.21,  ,0,157.59151479539364,33.65%,1704
1051,https://d1mx8bduarpf8s.cloudfront.net/QmU8jYVmd6FoiCZxCGV3wchpEA7RqihDfx4nbzacXcvMN5,Skeleton Punk #1051,Ozone,Icy,Holy,Orange Astronaut,Viking Helmet,None,3.44,14.08,2.57,2.61,2.43,34.52,  ,0,157.59107196401146,33.67%,1705
4151,https://d1mx8bduarpf8s.cloudfront.net/QmThi1n6LiVBCQ7k13TWfEPRmLUZCEtoaZY4wzr71zZ8xi,Skeleton Punk #4151,Frozen Planet,Void,Black,Molten,MrFrog,None,4.17,15.38,9.46,1.66,1.88,34.52,  ,0,157.56066951594954,33.69%,1706
883,https://d1mx8bduarpf8s.cloudfront.net/QmeeZ5T9m1HqxfcbXhLbzD1Z66QBPQBYvFj9SBH7vv85Pb,Skeleton Punk #883,Purple Retro.jpg,Icy,Black,Toxic,Open Skull,None,3.67,14.08,9.46,1.74,1.92,34.52,  ,0,157.54888107961966,33.71%,1707
1322,https://d1mx8bduarpf8s.cloudfront.net/QmYdAGsAFGsYu1ZuwdqemZfiPT8v7DZWi3xnoFANzrdFFX,Skeleton Punk #1322,Sand Temple,Beige,Green,Knight,Blue Headphones,None,3.00,16.63,7.74,1.90,2.01,34.52,25  LUNA,2585,157.5424925972498,33.73%,1708
151,https://d1mx8bduarpf8s.cloudfront.net/QmQo29YsrEQoUrJzRySL8fg2vwt6JmKqEEZgtTWPPKEvmU,Skeleton Punk #151,Gray Graveyard,Beige,Purple VR,Vampire Suit,None,None,7.25,16.63,3.73,0.99,14.91,34.52,12  LUNA,1241,157.49057763757594,33.75%,1709
3479,https://d1mx8bduarpf8s.cloudfront.net/QmaurFLy2MSDuwkQtH73wxAXMx2RXnhwdPxwawJ7VJYW46,Skeleton Punk #3479,Brick Wall,Void,Green,Police Uniform,Golden Crown,Golden Cross,4.88,15.38,7.74,2.92,1.44,7.17,  ,0,157.4575259400158,33.77%,1710
202,https://d1mx8bduarpf8s.cloudfront.net/QmfT5yQLPk6wR661xYnvx3sD51d8TEiKAEjzg2zKXjt4Y1,Skeleton Punk #202,Pink Sky,Grey,Red Laser,Motorcycle Jacket,None,Silver Cross,6.58,17.75,0.99,5.45,14.91,9.74,36  LUNA,3723,157.44704880895685,33.79%,1711
2913,https://d1mx8bduarpf8s.cloudfront.net/QmY3GWYfkssNyVtruGWUtezfpQzr24dK6dtb5LCawQ5tHS,Skeleton Punk #2913,Luart,Demon,Blindfold,Runic Mystery,Purple Hair,None,3.28,8.27,7.44,1.88,2.21,34.52,  ,0,157.44087773731152,33.81%,1712
3694,https://d1mx8bduarpf8s.cloudfront.net/QmU378tdJDzmSdK8euywLYceyqHmXbjagYbngcSkeqrYbB,Skeleton Punk #3694,Barren Night,Afflicted,Dead,Jetpack Suit,Blue Mohawk,None,3.36,7.90,4.25,1.80,3.04,34.52,  ,0,157.43021736930393,33.83%,1713
2197,https://d1mx8bduarpf8s.cloudfront.net/QmdHhWMtTG1ehAEEMdWYcqMd6Q4rRUgzHnSiBPkvTz67Ez,Skeleton Punk #2197,Frosty Mountains,Grey,Light Blue Glasses,King's Red Robe,None,Golden Earring,4.30,17.75,4.19,1.18,14.91,7.39,5  LUNA,517,157.39646744382637,33.85%,1714
140,https://d1mx8bduarpf8s.cloudfront.net/QmWffBk7DKaTwgqg66BMa2FkXJLW8kQA1oH6LFbzBcoXKL,Skeleton Punk #140,Brick Wall,Void,Green Glasses,AI,Red Pompadour,Rose,4.88,15.38,3.85,2.33,2.74,3.99,  ,0,157.3881127534927,33.87%,1715
3271,https://d1mx8bduarpf8s.cloudfront.net/QmeAfbSY5JJYMRDT9DictTzmLUUtxK3mqicDEaUjq9ag15,Skeleton Punk #3271,Ozone,Beige,Purple,King's Purple Robe,Open Skull,Cigar,3.44,16.63,6.18,2.27,1.92,10.21,4  LUNA,414,157.33255295752022,33.89%,1716
72,https://d1mx8bduarpf8s.cloudfront.net/QmayDhG5TvctfASnshHxw1JqNfh5XyfNJaQy5BGV7aWUfc,Skeleton Punk #72,Pyramid,Beige,Blindfold X,Prisoner Shirt,Black Hair,Cigar,2.73,16.63,1.97,3.77,3.61,10.21,  ,0,157.33009509462266,33.91%,1717
99,https://d1mx8bduarpf8s.cloudfront.net/QmUjuibAyVAqn3QP2w6Trbp2tnRcwRLysr7pchN6t2HtPx,Skeleton Punk #99,Space,Icy,Blindfold,Skelly Tee,Purple Hair,Silver Cross,1.46,14.08,7.44,7.78,2.21,9.74,8  LUNA,827,157.3060603331551,33.93%,1718
3616,https://d1mx8bduarpf8s.cloudfront.net/QmYmGk8NbN4hDzBU9SbjuXNNvRv8Wm6ESj8vgg2pEXk3og,Skeleton Punk #3616,Luart,Icy,Cool Glasses,Skelly Tee,Open Skull,Cigar,3.28,14.08,2.23,7.78,1.92,10.21,  ,0,157.27651611178928,33.95%,1719
1611,https://d1mx8bduarpf8s.cloudfront.net/QmZV4MkZimSfXBNKtumtHSi79u1Z5UMafyNFWnMt5GGNbP,Skeleton Punk #1611,Wild West,Afflicted,3D Glasses,Ninja Suit,Red Bandana,Silver Earring,5.81,7.90,4.60,2.03,2.03,13.72,  ,0,157.23482339794796,33.97%,1720
2753,https://d1mx8bduarpf8s.cloudfront.net/QmcqStx4QCbbCGfT8PRwnDrz9yXdE3pas6yp1yA7JfLuyX,Skeleton Punk #2753,Sunrise,Zombie,Light Blue Glasses,Hero,White Hair,Golden Earring,3.65,5.61,4.19,2.23,3.36,7.39,  ,0,157.23325287932082,33.98%,1721
4039,https://d1mx8bduarpf8s.cloudfront.net/QmSCmSqijL7Pe9hwoSKDMAsyx72u9Tuw1u1f7UbRHSNmUu,Skeleton Punk #4039,Terra Planet,Grey,Green Laser,Jeans Shirt,Purple Mohawk,None,5.77,17.75,1.36,3.89,3.10,34.52,  ,0,157.22408157203182,34.00%,1722
4027,https://d1mx8bduarpf8s.cloudfront.net/QmZksEAM6mckvG4DxixY7axzYUbgnGD4gzAxSXRnURCFzW,Skeleton Punk #4027,Terra Planet,Grey,Blue,Golden Pads,Red Pompadour,Silver Earring,5.77,17.75,7.94,1.28,2.74,13.72,  ,0,157.1980840707484,34.02%,1723
2330,https://d1mx8bduarpf8s.cloudfront.net/QmRY57dEtkNydoNr8vg6bL4764wGHekhPrDMUsaqze1Ck2,Skeleton Punk #2330,Luart,Void,Green,Witch Pads,Cap,Golden Earring,3.28,15.38,7.74,1.82,2.59,7.39,  ,0,157.1651070542076,34.04%,1724
4300,https://d1mx8bduarpf8s.cloudfront.net/QmRyPXowfAEKc8HtcSwFHyQBCeUNNNcwRv2ugy2NbJuWWK,Skeleton Punk #4300,Ozone,Icy,Light Blue Glasses,Outlaw,None,Golden Earring,3.44,14.08,4.19,1.30,14.91,7.39,  ,0,157.06728946777363,34.06%,1725
1077,https://d1mx8bduarpf8s.cloudfront.net/QmVrTQyaLuRiuekUfJZN2uXzukfqus2YyhkPDa3eMYLGiZ,Skeleton Punk #1077,Gray Graveyard,Grey,Frosty,AI,Viking Helmet,None,7.25,17.75,1.97,2.33,2.43,34.52,  ,0,157.0543017115932,34.08%,1726
2111,https://d1mx8bduarpf8s.cloudfront.net/QmTQi3X3C8T64WPfEAJUNPnAkHVr5ou5fD5DUaWDQEsbJp,Skeleton Punk #2111,Retro Lightning,Beige,Dead,Police Uniform,Blue Bandana,Cigar,1.99,16.63,4.25,2.92,3.00,10.21,6.5  LUNA,672,157.03333069131264,34.10%,1727
1267,https://d1mx8bduarpf8s.cloudfront.net/QmbMddXSSfdfeUeEvASpjDCCbEx5jf44CjoXMMSUxfj2ri,Skeleton Punk #1267,Retro Lightning,Grey,Blindfold,Toxic,Black Pompadour,None,1.99,17.75,7.44,1.74,3.65,34.52,  ,0,157.01935276689142,34.12%,1728
3848,https://d1mx8bduarpf8s.cloudfront.net/QmdstVnF9b4vuHDuTpAZKMJETXBi6RZ2fUXXu3miq3M3wS,Skeleton Punk #3848,Sand Temple,Zombie,Blue,Hero,Viking Helmet,Silver Earring,3.00,5.61,7.94,2.23,2.43,13.72,  ,0,157.01501224915458,34.14%,1729
2806,https://d1mx8bduarpf8s.cloudfront.net/QmUV7xAyXxU1zSQVdYken8VbdbWEL58MLndaKxDNARvVoq,Skeleton Punk #2806,Wild West,Demon,Eyepatch,Black Suit,Golden Leaf Wreath,Silver Earring,5.81,8.27,5.19,3.36,1.40,13.72,  ,0,156.96367139338597,34.16%,1730
4873,https://d1mx8bduarpf8s.cloudfront.net/QmXoZGfetmaEwdgRBXiDrvAmzRgXG5GZX1Q6Qjr9agafT1,Skeleton Punk #4873,Pink Sky,Void,Frosty,Solar Powered,Black Hair,Silver Earring,6.58,15.38,1.97,2.01,3.61,13.72,  ,0,156.9533699620532,34.18%,1731
4285,https://d1mx8bduarpf8s.cloudfront.net/QmWayEJyDXoJV8MCetCGe1ULegCfHrbM3nF4WQYe2xSyyL,Skeleton Punk #4285,Wild West,Void,Green Glasses,Atlo Streetwear,Arrow,Golden Earring,5.81,15.38,3.85,1.82,2.59,7.39,  ,0,156.93443617603242,34.20%,1732
2251,https://d1mx8bduarpf8s.cloudfront.net/QmSFexP3FNWp6SeMY1FVQv7Y3ihzqNDtp9thdfLRDm6bYJ,Skeleton Punk #2251,Space,Afflicted,Blindfold,Cyber Arm,Headband,Cigar,1.46,7.90,7.44,3.42,4.29,10.21,  ,0,156.9278459921303,34.22%,1733
3985,https://d1mx8bduarpf8s.cloudfront.net/QmX5rvvZ2MZytdch8PrjEnLxg4a7cyMwwAvX2KprMMa2iN,Skeleton Punk #3985,Ozone,Grey,Frosty,Maryjane Shirt,Green Headphones,Silver Cross,3.44,17.75,1.97,3.24,3.30,9.74,  ,0,156.84958109634422,34.24%,1734
5026,https://d1mx8bduarpf8s.cloudfront.net/Qmeuch1ZS6GLFSgFvJVu6D9XjGtsTAeZPmXBLrQhUQrXzR,Skeleton Punk #5026,Retro Lightning,Beige,Black,Ninja Suit,None,Big Golden Earring,1.99,16.63,9.46,2.03,14.91,2.92,  ,0,156.81344022316836,34.26%,1735
4149,https://d1mx8bduarpf8s.cloudfront.net/Qma78MEHsCNFH6yzy2c6Nb7ufCUamw3ANyDBc2ZRryg9Sb,Skeleton Punk #4149,Luart,Zombie,Purple,Atlo Streetwear,Black Pompadour,Cigar,3.28,5.61,6.18,1.82,3.65,10.21,  ,0,156.72734597020056,34.28%,1736
2776,https://d1mx8bduarpf8s.cloudfront.net/QmQVRm6dPZwjFM41qkBpd2shbpv32pF2dc8cwnTax52Csp,Skeleton Punk #2776,Wild West,Afflicted,Black,Green Ninja,Purple Mohawk,Silver Earring,5.81,7.90,9.46,1.30,3.10,13.72,  ,0,156.72489558069864,34.30%,1737
4726,https://d1mx8bduarpf8s.cloudfront.net/QmSXFFRYWFAFQpByzSzDTxp1jSxQEmy5znDmccdeMs5kh4,Skeleton Punk #4726,Ozone,Void,Blindfold,King's Red Robe,None,Big Silver Earring,3.44,15.38,7.44,1.18,14.91,6.04,  ,0,156.69275524314645,34.32%,1738
4214,https://d1mx8bduarpf8s.cloudfront.net/Qmd8UrLBtsWnKtiUc6em2CJJA5TQVziHd8o4jASTx8mSi6,Skeleton Punk #4214,Frozen Planet,Lavender,Gray VR,Witch Pads,Red Pompadour,Cigar,4.17,7.50,5.53,1.82,2.74,10.21,  ,0,156.6821339987769,34.34%,1739
296,https://d1mx8bduarpf8s.cloudfront.net/QmVHJKN849u9XjNRU1kQDJsxoNreto4n5HthHB89BLSYoV,Skeleton Punk #296,Night,Demon,Black,King's Red Robe,Black Hair,Silver Earring,6.85,8.27,9.46,1.18,3.61,13.72,  ,0,156.61006593176324,34.36%,1740
5031,https://d1mx8bduarpf8s.cloudfront.net/QmVTm3KjmfVuxgpRSeVz5J9Guv1Jqj9iR6zkvgf1tGNcvu,Skeleton Punk #5031,Barren Night,Grey,Hypnotising,Knight,None,Golden Cross,3.36,17.75,2.09,1.90,14.91,7.17,  ,0,156.60244366387795,34.38%,1741
3991,https://d1mx8bduarpf8s.cloudfront.net/QmZBc55weD5etzLR6fgTn8vNu2aK58cPJz2nUrTdCfBNUC,Skeleton Punk #3991,Terra Planet,Grey,Blue,Green Ninja,Green Headphones,Golden Cross,5.77,17.75,7.94,1.30,3.30,7.17,  ,0,156.57344539537166,34.40%,1742
740,https://d1mx8bduarpf8s.cloudfront.net/QmQ2UcpgYPmsJBLDmp4mNuNJ62CBBzahGGkcHFY7Bd2frz,Skeleton Punk #740,Frozen Planet,Grey,Blue,Outlaw,Green Headphones,Silver Earring,4.17,17.75,7.94,1.30,3.30,13.72,15.3  LUNA,1582,156.56689735405834,34.42%,1743
628,https://d1mx8bduarpf8s.cloudfront.net/QmdEnh1JsJ8aBR5nLEXv5PrRFUD2WBWUfQHBzsAGJFeQuu,Skeleton Punk #628,Terra Planet,Afflicted,Purple VR,Knight,Pirate Hat,Silver Cross,5.77,7.90,3.73,1.90,2.73,9.74,  ,0,156.51357399482217,34.44%,1744
2736,https://d1mx8bduarpf8s.cloudfront.net/QmRW9o8DMasivq4yEgBKnypyiu5WTmxEv72FWsQ4ZZPapP,Skeleton Punk #2736,Space,Grey,Blindfold,Orange Astronaut,Headband,Silver Earring,1.46,17.75,7.44,2.61,4.29,13.72,25  LUNA,2585,156.4840914767276,34.46%,1745
4011,https://d1mx8bduarpf8s.cloudfront.net/QmdG6ze9xXbNV76LZF9zRjcjVY3hQ2H6VfUtkMfT5YkR9Q,Skeleton Punk #4011,Terra Planet,Grey,Demon,Cyber Arm,Blue Mohawk,None,5.77,17.75,1.46,3.42,3.04,34.52,5.69  LUNA,588,156.45964201392422,34.48%,1746
3317,https://d1mx8bduarpf8s.cloudfront.net/QmQPZgvMSFKFsRGGFi85A8zuoCopp6ZWM9tjv49s45KfRf,Skeleton Punk #3317,Red Retro.jpg,Zombie,Stoned,Orange Astronaut,White Hair,None,2.88,5.61,3.04,2.61,3.36,34.52,  ,0,156.44793113483786,34.50%,1747
2676,https://d1mx8bduarpf8s.cloudfront.net/QmPrryvRKoZRVVVTSWTs1gTdFe9C7TTGSudLFm7KhpNDGT,Skeleton Punk #2676,Brick Wall,Beige,Black,Golden Suit,Headband,Big Golden Earring,4.88,16.63,9.46,1.62,4.29,2.92,15  LUNA,1551,156.39702043230847,34.52%,1748
155,https://d1mx8bduarpf8s.cloudfront.net/QmNvcZMbzHrmc3SXqJVTQkj4gwH7x1mJiv5AnV5AtwX8ik,Skeleton Punk #155,Lunar Landing,Beige,Light Blue Glasses,Atlo Streetwear,None,Big Golden Earring,3.28,16.63,4.19,1.82,14.91,2.92,  ,0,156.3740475759861,34.54%,1749
2978,https://d1mx8bduarpf8s.cloudfront.net/QmaeUpSgHCxXxMNzjRt7mY5cJg1yo6L7ipr1Frcnd2gb74,Skeleton Punk #2978,Night,Beige,Golden Glasses,Jeans Shirt,Blue Headphones,Golden Cross,6.85,16.63,2.15,3.89,2.01,7.17,10  LUNA,1034,156.36968312318115,34.56%,1750
1554,https://d1mx8bduarpf8s.cloudfront.net/QmQd7SmMDdW8pcCh9YvAw6F5qCVvjn96L6e9mYiNVXqY41,Skeleton Punk #1554,Purple Graveyard,Grey,Blindfold X,Hero,Purple Mohawk,None,4.98,17.75,1.97,2.23,3.10,34.52,  ,0,156.3341251017094,34.58%,1751
3258,https://d1mx8bduarpf8s.cloudfront.net/QmW29nA8u5MEorU7kRkiJU3qhEVriKD1jFtw8W9Y3UqVG6,Skeleton Punk #3258,Gray Graveyard,Afflicted,Pyrex Vision,Cyber Arm,Black Pompadour,None,7.25,7.90,1.42,3.42,3.65,34.52,  ,0,156.33337290112485,34.60%,1752
522,https://d1mx8bduarpf8s.cloudfront.net/QmZhaKJxJFd7yYbAfJRS8x5JEXneViZibg3fLZXTB8RsdK,Skeleton Punk #522,Sunrise,Demon,Stoned,Cyber Arm,Viking Helmet,Golden Earring,3.65,8.27,3.04,3.42,2.43,7.39,  ,0,156.32452367027187,34.62%,1753
2192,https://d1mx8bduarpf8s.cloudfront.net/QmcUgXfDfuzLUGz4gugTDgtzWDQpNFjkXwLUVrKFzW1iHJ,Skeleton Punk #2192,Frosty Mountains,Beige,Blue Glasses,Maryjane Shirt,Black Pompadour,Golden Jaw,4.30,16.63,3.81,3.24,3.65,2.35,5  LUNA,517,156.28759515075,34.64%,1754
5018,https://d1mx8bduarpf8s.cloudfront.net/QmcsWMAvvqKwuSL6uRb9Mfxb7i9uBHJPTZ5PkjYvzYjHVM,Skeleton Punk #5018,Mystical Desert,Beige,Robot,Police Uniform,Golden Bandana,None,4.17,16.63,2.13,2.92,2.37,34.52,  ,0,156.2163820582025,34.66%,1755
521,https://d1mx8bduarpf8s.cloudfront.net/QmNSR4XYgvpGn31zNBuxc7tSDpCekjJb6z2KXgFCWw5bGJ,Skeleton Punk #521,Brick Wall,Beige,Blindfold X,Black Suit,None,Golden Jaw,4.88,16.63,1.97,3.36,14.91,2.35,  ,0,156.20641798403972,34.68%,1756
1243,https://d1mx8bduarpf8s.cloudfront.net/QmazKv2FfpXgMmkSZmPw8yXXTkWvGEu2TrWRTaPro1cv4Z,Skeleton Punk #1243,Pink Sky,Cold,Lava Glasses,Jeans Shirt,Green Pompadour,Silver Earring,6.58,5.00,1.76,3.89,3.22,13.72,  ,0,156.1812932425551,34.70%,1757
1871,https://d1mx8bduarpf8s.cloudfront.net/Qmd6duqawYBcYmrWZEeoBNUgNa7ww2ZYYPQvKmHu5th96c,Skeleton Punk #1871,New Land,Beige,Stoned,Thorstarter Shirt,Purple Hair,Silver Earring,3.38,16.63,3.04,2.84,2.21,13.72,20  LUNA,2068,156.17868706851306,34.72%,1758
3597,https://d1mx8bduarpf8s.cloudfront.net/Qmf4UMNM8GZ9AposG9fRYQAGfKrNfbKGCqEs3DiGsnWZMH,Skeleton Punk #3597,Lunar Landing,Void,Light Blue Glasses,Iced Out Gold Chain,Golden Bandana,None,3.28,15.38,4.19,1.99,2.37,34.52,  ,0,156.1290974307503,34.74%,1759
4494,https://d1mx8bduarpf8s.cloudfront.net/QmXEVT6vAZ8gePBX23bdp3VdzyXkT5iE5TQxtHkTjKUD1W,Skeleton Punk #4494,Mystical Desert,Cold,Blue Glasses,Police Uniform,Purple Halo,Cigar,4.17,5.00,3.81,2.92,2.39,10.21,  ,0,156.1165791176898,34.76%,1760
218,https://d1mx8bduarpf8s.cloudfront.net/QmezXsS9yHydPLFEeDdxj8tZRHyrXQmGTHqxCxrkgipmpj,Skeleton Punk #218,Mystical Desert,Beige,Lava Glasses,Prisoner Shirt,Blue Mohawk,Cigar,4.17,16.63,1.76,3.77,3.04,10.21,3.5  LUNA,362,156.10430506077992,34.77%,1761
619,https://d1mx8bduarpf8s.cloudfront.net/QmaTWgePUn9cJfK8DCs7HsVu1UdskWb6KbLwBvH1oQuzf1,Skeleton Punk #619,Barren Night,Void,Lava Glasses,Runic Mystery,None,None,3.36,15.38,1.76,1.88,14.91,34.52,  ,0,156.0973266448671,34.79%,1762
2861,https://d1mx8bduarpf8s.cloudfront.net/Qmd4Av2yi182vcvM5GzEp9RpMrtpxWDtqWw4crTsX9qfZa,Skeleton Punk #2861,Night,Cold,Blue Glasses,Jetpack Suit,Purple Mohawk,Silver Earring,6.85,5.00,3.81,1.80,3.10,13.72,  ,0,156.03727184162202,34.81%,1763
3170,https://d1mx8bduarpf8s.cloudfront.net/QmQF7Tng6oFBCpLjEsQZdBjPpNqjHetPLX91f6RnAi8t2J,Skeleton Punk #3170,Terra Planet,Beige,Blue,Green Ninja,White Hair,Golden Earring,5.77,16.63,7.94,1.30,3.36,7.39,  ,0,156.0093474335325,34.83%,1764
2650,https://d1mx8bduarpf8s.cloudfront.net/QmfYzsurL9U5sEShjMwWyrW2rL4bGQEQZPB9uCv5pqjoTK,Skeleton Punk #2650,Erie,Lavender,Dead,Jetpack Suit,Blue Bandana,Silver Cross,5.04,7.50,4.25,1.80,3.00,9.74,  ,0,155.974574086848,34.85%,1765
2001,https://d1mx8bduarpf8s.cloudfront.net/QmcxWcT6RURZEPgNy4Xhh6oi5rjxMYXVqehD5aEDAGXreu,Skeleton Punk #2001,Mystical Desert,Zombie,Purple,Atlo Streetwear,Police Hat,Cigar,4.17,5.61,6.18,1.82,3.02,10.21,  ,0,155.94638811652834,34.87%,1766
4452,https://d1mx8bduarpf8s.cloudfront.net/Qmcw2tJfYsopxwkXYdMHyeSaKfmbXNwryXHBrA6wCdSFSv,Skeleton Punk #4452,Wild West,Afflicted,Demon,Skelly Tee,Purple Halo,None,5.81,7.90,1.46,7.78,2.39,34.52,  ,0,155.9179789475696,34.89%,1767
4821,https://d1mx8bduarpf8s.cloudfront.net/QmPbDkcEQY7zFLLwsB2qGQNyj9M2MMsh74msfbBjM73a6p,Skeleton Punk #4821,Brick Wall,Zombie,Stoned,Orange Astronaut,White Hair,Big Silver Earring,4.88,5.61,3.04,2.61,3.36,6.04,  ,0,155.91701835570498,34.91%,1768
